pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,st_spectype,pl_period,pl_orbsmax,pl_rade,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,ra,dec,sy_dist
TOI-954 b,TOI-954,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),,3.6849729,0.04963,9.3025,0.14,1326.635,1592.5,5710,1.89,1.2,61.9410587,-25.2088028,238.768
HD 152843 b,HD 152843,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),G0,11.6235772,0.1053,3.309,0.14,247.49,1003,6319.5,1.415,1.15,253.7848853,20.491524,107.898
HD 183579 b,HD 183579,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),G2 V,17.471278,0.1317,3.53,0.14,60.025,769,5783.54,0.97,1.03,293.2866147,-54.5327284,57.2651
TOI-1062 c,TOI-1062,1,2,Radial Velocity,2021,Transiting Exoplanet Survey Satellite (TESS),G9 V,7.972,0.08,,0.14,95,859,5328,0.84,0.94,38.1209678,-78.0236828,82.1733
TOI-1749 b,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),M0 V,2.38864755,0.0291,1.365,0.14,83.84,801.5,3972,0.555,0.58,282.7372281,64.419466,99.5561
TOI-3757 b,TOI-3757,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),M0 V,3.438974215,0.03845,12.219,0.14,56.915,732,3907.5,0.63,0.64,91.0036423,55.0199793,181.139
GJ 367 d,GJ 367,1,3,Radial Velocity,2023,La Silla Observatory,M1.0 V,34.369,,,0.14,,,3522,0.46,0.46,146.121464,-45.7790165,9.41263
TOI-1669 b,TOI-1669,1,1,Radial Velocity,2023,W. M. Keck Observatory,,502,,,0.14,,,5542.3,,1,45.9564744,83.5874273,111.276
TOI-5398 c,TOI-5398,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),G V,4.77280485,0.057,3.411,0.14,370.6,1232,6008.55,1.05,1.15,161.8795569,36.3294345,130.855
TOI-5678 b,TOI-5678,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),G7 V,83.5328732,0.249,5.0125,0.14,3.84,451,5500.5,0.94,0.91,47.3841872,-34.1984808,165.393
omi UMa b,omi UMa,2,1,Radial Velocity,2012,Okayama Astrophysical Observatory,G4 II-III,1599.905,3.7955,,0.1395,,,5158.5,13.97,2.905,127.5649503,60.7177048,54.9149
HD 360 b,HD 360,1,1,Radial Velocity,2021,Okayama Astrophysical Observatory,G8 III,273.1,0.98,,0.139,,,4770,10.86,1.69,2.072903,-8.8242618,111.542
HD 181342 b,HD 181342,1,1,Radial Velocity,2009,W. M. Keck Observatory,K0 III,613.55,1.715,,0.1385,,,5009.5,4.9,1.865,290.2674078,-23.6196996,120.391
HD 95089 b,HD 95089,1,2,Radial Velocity,2009,W. M. Keck Observatory,,485.7,1.435,,0.138,,,4960,4.99,1.56,164.698748,1.7290087,136.957
HD 190007 b,HD 190007,1,1,Radial Velocity,2020,Multiple Observatories,K4 V,11.722064,0.092,,0.138,,,4610,0.79,0.77,300.6956339,3.3266992,12.7141
HD 96700 b,HD 96700,1,3,Radial Velocity,2021,La Silla Observatory,G0 V,8.1245,0.0777,,0.138,,,5845,,0.89,166.9742616,-30.1751383,25.4111
HD 151450 c,HD 151450,1,2,Radial Velocity,2022,Multiple Observatories,,18144.76236,14.131,,0.138,,,,,1.14,252.0080127,-15.964345,43.6002
HIP 35965 b,HIP 35965,1,1,Radial Velocity,2022,Multiple Observatories,,26125.56497,15.898,,0.138,,,,,0.78,111.2025182,-51.3257507,50.1677
TOI-1130 b,TOI-1130,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),K6-K7,4.06864049,0.044255,3.65,0.13705,81.105,772,4250,0.69,0.695,286.3760037,-41.4376399,58.2609
HD 134987 c,HD 134987,1,2,Radial Velocity,2009,Multiple Observatories,G5 V,5480,6.21,,0.137,,,5642.89,1.27,1.095,228.3675397,-25.3096721,26.1804
K2-115 b,K2-115,1,1,Transit,2017,K2,,20.272992,0.13985,11.55,0.137,20.44,619,5699.5,0.86,0.95,126.5535002,12.281851,413.591
HD 190360 c,HD 190360,2,2,Radial Velocity,2005,W. M. Keck Observatory,G6 IV,17.11402,0.1294,,0.136,,,5549,1.17,0.98,300.9092476,29.894541,16.0069
HATS-63 b,HATS-63,1,1,Transit,2018,HATSouth,,3.05664905,0.04026,13.0235,0.136,620.38,1332,5627,1.07,0.93,67.418582,-28.1972149,623.232
HD 95735 c,GJ 411,1,2,Radial Velocity,2021,Multiple Observatories,,3068,3.02,,0.136,,,3719.475,0.37,0.39,165.834471,35.972317,5.675773
OGLE-TR-182 b,OGLE-TR-182,1,1,Transit,2007,OGLE,,3.9791,0.05205,16.477,0.135,,1550,5924,1.53,1.19,167.3279228,-61.0952624,2501.75
HD 20794 b,HD 20794,1,4,Radial Velocity,2011,La Silla Observatory,G8,18.3225,0.12385,,0.135,,660,5401,,0.755,49.9997666,-43.0666533,6.00278
K2-104 b,K2-104,1,1,Transit,2016,K2,,1.9741927,0.0236,1.9,0.135,62.1,798,3619,0.485,0.5,129.6366594,19.7737202,189.289
K2-146 b,K2-146,1,2,Transit,2018,K2,M3.0 V,2.644661,0.0259,2.1,0.1345,20.7,534,3385,0.33,0.33,130.0266951,19.0923416,79.3002
V1298 Tau b,V1298 Tau,3,4,Transit,2019,K2,K0,24.1396,0.1688,9.9745,0.134,34.1,672.5,5010,1.33,1.1,61.331654,20.1570318,108.199
HD 81817 b,HD 81817,1,2,Radial Velocity,2020,Bohyunsan Optical Astronomical Observatory,K3 III,1034.150795,3.2665,,0.1335,,,4140,83.8,4.3,144.2715659,81.3263096,269.126
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,CoRoT,G3 V,95.272725,0.4028,11.8595,0.133,,416.5,5625,0.95,0.96,280.7866461,6.2040783,412.98
HD 147018 c,HD 147018,1,2,Radial Velocity,2009,La Silla Observatory,G9 V,1008,1.922,,0.133,,,5441,,0.93,245.7490012,-61.6901291,40.4256
HD 68988 b,HD 68988,1,2,Radial Velocity,2001,Multiple Observatories,G2 V,6.27676435,0.0703,,0.13245,,,5932,1.225,1.19,124.5935429,61.4608518,60.8447
TOI-5344 b,TOI-5344,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),,3.792622,0.040205,9.7,0.132,35,679,3747,0.58,0.6,63.2662165,20.9151568,138.367
TOI-908 b,TOI-908,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),G V,3.18379405,0.041657,3.138,0.132,185.62,1233.5,5563,1.04,0.95,53.1594266,-81.250745,175.748
TOI-150.01,TOI-150,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),F,5.85740754,0.064335,14.067,0.131,750.92,1404,6003,1.55,1.3,112.965421,-73.6060358,336.267
HD 180617 b,HD 180617,2,1,Radial Velocity,2018,Calar Alto Observatory,M2.5 V,105.9055,0.33935,,0.1305,,,3545.5,0.465,0.465,289.2277322,5.1631615,5.91059
HD 207832 b,HD 207832,3,2,Radial Velocity,2012,W. M. Keck Observatory,G5 V,161.97,0.57,,0.13,,,5726,0.9,1.02,328.1517893,-26.0271749,58.9291
HD 2952 b,HD 2952,1,1,Radial Velocity,2013,Okayama Astrophysical Observatory,K0 III,311.60001,1.2,,0.13,,,4844,10.9,1.97,8.2938367,54.8948177,110.103
HD 75784 b,HD 75784,1,2,Radial Velocity,2014,W. M. Keck Observatory,K3 IV,341.5,1.033,,0.13,,,4867,3.4,1.26,133.0992289,13.2330548,85.4321
Kepler-25 d,Kepler-25,2,3,Radial Velocity,2014,W. M. Keck Observatory,,122.7,,,0.13,,,6270,1.315,1.18,286.6383905,39.4879038,243.249
HD 33844 c,HD 33844,1,2,Radial Velocity,2015,Anglo-Australian Telescope,K0 III,916,2.24,,0.13,,,4861,5.29,1.78,78.1505649,-14.9509775,105.779
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,K2,G5 V,13.339079,0.1077,2.73,0.13,67,757.5,5590,0.95,0.945,13.0800239,10.7947051,244.59
K2-35 b,K2-35,1,2,Transit,2016,K2,K4 V,2.39984,0.031,1.32,0.13,211,979,4414.355,0.62,0.7,170.1031027,1.2858679,252.596
GJ 625 b,GJ 625,1,1,Radial Velocity,2017,Multiple Observatories,M2,14.628,0.078361,,0.13,,,3499,0.31,0.3,246.3557854,54.3033625,6.47249
HD 17674 b,HD 17674,1,1,Radial Velocity,2017,Haute-Provence Observatory,G0 V,623.8,1.42,,0.13,,,5904,1.18,0.98,42.7684964,30.2865981,44.4264
K2-129 b,K2-129,1,1,Transit,2017,K2,,8.2396515,0.057,0.8505,0.13,4.5,,3459.09,0.285,0.36,289.1485491,-25.6463233,27.7957
K2-136 c,K2-136,2,3,Transit,2017,K2,K5.5,17.30713,0.11789,3.03,0.13,11.91,470,4364,0.71,0.725,67.4128615,22.8825674,59.2474
HD 158996 b,HD 158996,1,1,Radial Velocity,2018,Bohyunsan Optical Astronomical Observatory,K5 III,820.2,2.1,,0.13,,,4069,50.3,1.8,259.9051092,80.1364033,283.659
HD 15337 b,HD 15337,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),K1 V,4.75615,0.052325,1.699,0.13,161.73,1001,5131,0.84,0.875,36.8678846,-27.6361171,44.8155
NGTS-11 b,NGTS-11,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),K,35.455657,0.201,8.94,0.13,33.16,551.5,5063,0.83,0.86,23.5214497,-14.4191493,190.422
HD 142 A d,HD 142,2,3,Radial Velocity,2022,Multiple Observatories,,108.45299,0.474,,0.13,,,,,1.21,1.5836771,-49.0753625,26.1853
TOI-1288 c,TOI-1288,1,2,Radial Velocity,2022,Multiple Observatories,G V,443,,,0.13,,,5225,1.01,0.89,313.1670294,65.6087833,114.865
TOI-2048 b,TOI-2048,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),G V,13.79036075,,2.606,0.13,29.04,646,5103.3,0.775,0.83,237.9241066,52.3063083,116.567
TOI-5398 b,TOI-5398,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),G V,10.590923,0.098,11.119,0.13,118.41,933,6017.1,1.05,1.13,161.8795569,36.3294345,130.855
WASP-132 c,WASP-132,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),K4,1.011533795,0.0182,2.0915,0.13,871.73,1386,4744.5,0.77,0.78,217.6091998,-46.159516,122.91
HD 192699 b,HD 192699,1,1,Radial Velocity,2007,Lick Observatory,G8 IV,345.53,1.135,,0.1295,,,5164,4.31,1.645,304.0248392,4.5805708,71.8627
HD 30177 c,HD 30177,1,2,Radial Velocity,2016,Multiple Observatories,,11849.22593,10.074,,0.1295,,,5580,,0.985,70.4770964,-58.0208085,55.5867
HD 217107 b,HD 217107,1,2,Radial Velocity,1998,Lick Observatory,G8 IV,7.1268602,0.0744,,0.12915,,,5606.83,1.185,1.01,344.5647243,-2.3954489,20.0619
HIP 65891 b,HIP 65891,1,1,Radial Velocity,2015,Multiple Observatories,K0 III,1082.02863,2.802,,0.129,,,5000,8.93,2.495,202.6050857,-58.6643937,150.292
HATS-59 b,HATS-59,1,2,Transit,2018,HATSouth,,5.4161077,0.06112,12.998,0.129,250.7,1107.5,5661,1.07,1.04,170.324325,-22.388177,642.884
HD 108236 e,HD 108236,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),G3 V,19.59015781,0.13835,3.083,0.129,35,628,5723.87,0.88,0.92,186.5740627,-51.3630519,64.5978
HD 108874 b,HD 108874,1,2,Radial Velocity,2002,W. M. Keck Observatory,G5 V,395.39,1.051,,0.128,,,5560.475,1.09,0.99,187.6126029,22.8794399,59.5175
KELT-6 b,KELT-6,1,2,Transit,2014,KELT,F8,7.8456062,0.08,13.372,0.128,718.19,1377.5,6266,1.58,1.13,195.9818362,30.640145,240.726
L 98-59 e,L 98-59,1,4,Radial Velocity,2021,Multiple Observatories,M3 V,12.796,0.0717,,0.128,,342,3415,0.3,0.27,124.5328604,-68.3144658,10.6194
HD 68402 b,HD 68402,1,1,Radial Velocity,2016,Multiple Observatories,G5 IV/V,1126.5,2.2095,,0.1275,,,5950,1.02,1.12,121.3474609,-74.4100732,78.4293
HD 10180 f,HD 10180,1,6,Radial Velocity,2010,La Silla Observatory,G1 V,122.752,0.4929,,0.127,,,5911,1.11,1.06,24.4731133,-60.5114881,38.9607
HATS-14 b,HATS-14,1,1,Transit,2015,HATSouth,,2.7667635,0.03815,11.6515,0.126,505.89,1243,5346,0.93,0.97,313.2154754,-25.6873756,513.011
HATS-15 b,HATS-15,1,1,Transit,2016,HATSouth,G9 V,1.74748753,0.02712,12.386,0.126,,1505,5311,0.92,0.87,311.0920041,-19.4375266,1139.55
HD 105618 c,HD 105618,1,2,Radial Velocity,2022,Multiple Observatories,,77114.07158,35.731,,0.126,,,,,1.01,182.4021288,11.2115695,70.0837
TOI-411 b,HD 22946,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),F7/F8V,4.040301,0.055035,1.547,0.126,541.365,1256,6101,1.12,1.1,54.819538,-42.7630276,62.7792
rho CrB e,rho CrB,1,4,Radial Velocity,2023,Lowell Observatory,,12.949,0.1061,,0.126,,,5817,1.34,0.95,240.2600639,33.3001861,17.4671
nu Oph b,nu Oph,1,2,Radial Velocity,2012,Okayama Astrophysical Observatory,K0 III,530.21,1.79,,0.1256,,,4887,14.6,2.7,269.7566013,-9.7741342,46.2107
HD 20794 d,HD 20794,1,4,Radial Velocity,2011,La Silla Observatory,G8 V,89.6045,0.35695,,0.125,,388,5401,,0.755,49.9997666,-43.0666533,6.00278
HD 148164 c,HD 148164,1,2,Radial Velocity,2018,W. M. Keck Observatory,F8,5062,6.15,,0.125,,,6032,1.34,1.21,246.4351678,11.9190729,77.1971
HD 45184 b,HD 45184,1,2,Radial Velocity,2019,La Silla Observatory,G1.5 V,5.8856,0.06425,,0.125,,,5844.565,1.08,1.02,96.1820205,-28.7806402,21.9532
TOI-892 b,TOI-892,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),F,10.626562,0.092,12.014,0.125,571.01,1379,6261,1.39,1.28,86.738228,-11.2353401,340.543
TOI-1268 b,TOI-1268,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),K1-K2,8.157728,0.0686,8.373,0.125,90.6,889,5257,0.86,0.9,198.3885831,62.3053799,109.557
Kepler-1513 c,Kepler-1513,1,2,Transit Timing Variations,2023,Multiple Observatories,G V,841.4,,,0.125,,,5491,0.95,0.94,289.7917561,39.2852655,349.247
GJ 876 d,GJ 876,1,4,Radial Velocity,2005,W. M. Keck Observatory,M4 V,1.937848,0.021,,0.124,,,3271,0.35,0.34,343.3239737,-14.2665958,4.67517
HAT-P-26 b,HAT-P-26,1,1,Transit,2010,HATNet,K1,4.2345026,0.0479,7.062,0.124,185.07,971,5079,0.825,0.82,213.1565508,4.0594175,141.837
HD 72490 b,HD 72490,1,1,Radial Velocity,2018,W. M. Keck Observatory,,858,1.88,,0.124,,,4934,4.96,1.21,128.4028287,13.5507189,126.339
K2-38 c,K2-38,1,2,Transit,2016,K2,G2 V,10.56103,0.09615,2.42,0.1235,130.15,916,5744,1.12,1.06,240.0333095,-23.1894196,192.69
kap CrB b,kap CrB,1,1,Radial Velocity,2007,Lick Observatory,K0 III-IV,1253.68,2.7,,0.123,,,4871,4.84,1.51,237.8080012,35.6558818,30.0651
HAT-P-46 b,HAT-P-46,1,1,Transit,2014,HATNet,,4.4631365,0.0577,14.392,0.123,,1458,6853.5,1.4,1.52,270.4441831,-2.97098,290.736
HD 221585 b,HD 221585,1,1,Radial Velocity,2016,Haute-Provence Observatory,G8 IV,1173,2.306,,0.123,,,5620,,1.19,353.2293802,63.1556146,55.8535
HD 108236 b,HD 108236,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),G3 V,3.79588997,0.046085,1.586,0.1225,312.18,1085.5,5723.87,0.88,0.92,186.5740627,-51.3630519,64.5978
HD 69830 c,HD 69830,1,3,Radial Velocity,2006,La Silla Observatory,,31.5865,0.1871,,0.122,,,5402.79,0.89,0.875,124.6010091,-12.6364246,12.5591
81 Cet b,81 Cet,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,G5 III,979.135,2.17,,0.1215,,,4759.5,11.105,1.6,39.4243555,-3.3963607,101.26
GJ 3942 b,GJ 3942,1,1,Radial Velocity,2017,Roque de los Muchachos Observatory,M0,6.905,0.0608,,0.121,,590,3867,0.61,0.63,242.2645452,52.9441443,16.9287
HATS-24 b,HATS-24,1,1,Transit,2017,HATSouth,F V,1.34849676,0.02547,16.2935,0.121,2706.96,2067,6346,1.16,1.21,268.8907069,-61.7474,494.182
HD 50499 c,HD 50499,1,2,Radial Velocity,2019,La Silla Observatory,G1 V,9509.95,9.56,,0.1205,,,6038.55,1.425,1.28,103.008075,-33.915267,46.2845
HD 28109 c,HD 28109,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),F8/G0 V,56.00634783,0.308,4.4185,0.1203,29.95,591,6220.5,1.43,1.26,65.2383065,-68.1026875,139.611
HD 109246 b,HD 109246,1,1,Radial Velocity,2010,Haute-Provence Observatory,G0 V,68.27,0.33,,0.12,,,5844,1.045,1.105,188.027184,74.4893379,67.8349
HD 18742 b,HD 18742,1,1,Radial Velocity,2011,W. M. Keck Observatory,,772,1.92,,0.12,,,5021,5.13,1.6,45.0443115,-20.8027024,162.685
HD 13908 c,HD 13908,1,2,Radial Velocity,2013,Haute-Provence Observatory,F8 V,931,2.03,,0.12,,,6255,1.67,1.29,34.5609102,65.5941901,79.5515
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,K2,,21.16974,0.12525,2.08,0.12,3.5,431,3880,0.595,0.61,130.4102091,17.6399744,186.197
HD 164922 c,HD 164922,1,4,Radial Velocity,2016,Multiple Observatories,G9 V,75.765,0.341,,0.12,6.29,400,5390,1,0.92,270.6304652,26.3104077,22.0016
HD 9174 b,HD 9174,1,1,Radial Velocity,2016,Multiple Observatories,G8 IV,1179,2.2,,0.12,,,5577,1.67,1.03,22.5043352,-19.6052945,81.4893
HIP 65407 c,HIP 65407,1,2,Radial Velocity,2016,Haute-Provence Observatory,K0,67.3,0.316,,0.12,,,5460,,0.93,201.087663,48.8847322,61.7804
K2-35 c,K2-35,1,2,Transit,2016,K2,K4 V,5.6089465,0.055,2.01,0.12,68,751.5,4414.355,0.67,0.69,170.1031027,1.2858679,252.596
GJ 3293 d,GJ 3293,1,4,Radial Velocity,2017,La Silla Observatory,M2.5,48.1345,0.19394,,0.12,0.59,,3466,0.4,0.42,67.1484425,-25.1713396,20.1903
K2-127 b,K2-127,1,1,Transit,2017,K2,,3.588162,0.04105,8.88,0.12,105.6,809,4575,0.75,0.72,207.0782895,-11.5889878,709.999
K2-139 b,K2-139,1,1,Transit,2017,K2,K0 V,28.382206,0.1793,9.268,0.12,,544.5,5370,0.88,0.95,289.066707,-17.9107147,153.856
HD 18015 b,HD 18015,1,1,Radial Velocity,2018,W. M. Keck Observatory,G6 IV,2259,3.845,,0.12,,,5623,3.13,1.495,43.3636339,-8.8480392,123.801
HD 15337 c,HD 15337,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),K1 V,17.1784,0.12515,2.39,0.12,29.18,642,5131,0.84,0.875,36.8678846,-27.6361171,44.8155
HD 21693 b,HD 21693,1,2,Radial Velocity,2019,La Silla Observatory,G8 V,22.6786,0.1455,,0.12,,,5430,,0.8,51.8040469,-58.3232726,33.255
HD 64114 b,HD 64114,1,1,Radial Velocity,2019,Las Campanas Observatory,G7 V,45.791,0.246,,0.12,,,5676,,0.95,117.982556,-11.0337221,31.5262
NSVS 14256825 b,NSVS 14256825,2,1,Eclipse Timing Variations,2019,Multiple Observatories,,3225,3.12,,0.12,,,40000,0.19,0.42,305.001946,4.6323715,820.877
HD 216520 c,HD 216520,1,2,Radial Velocity,2020,Multiple Observatories,,154.43,0.528,,0.12,,,5103,0.76,0.82,341.8768719,83.6975307,19.552
HD 63433 b,HD 63433,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),G5 V,7.107920605,0.07165,2.15,0.12,145.57,886,5664,0.91,0.99,117.4793699,27.3631342,22.4035
BD+45 564 b,BD+45 564,1,1,Radial Velocity,2021,Haute-Provence Observatory,K1,307.88,0.83,,0.12,,,5004,,0.81,32.9470485,45.9242187,53.622
GJ 720 A b,GJ 720 A,2,1,Radial Velocity,2021,Roque de los Muchachos Observatory,M0.5 V,19.466,0.119,,0.12,,401,3837,0.56,0.57,278.8294172,45.7456038,15.5575
HD 168009 b,HD 168009,1,1,Radial Velocity,2021,Multiple Observatories,,15.1479,0.1192,,0.12,,,5778.33,1.21,0.99,273.8847918,45.2088229,23.3032
HD 28185 c,HD 28185,1,2,Radial Velocity,2022,Multiple Observatories,,17417.92079,13.176,,0.12,,,,,0.99,66.6100461,-10.5510754,39.3809
Kepler-413 b,Kepler-413,2,1,Transit,2014,Kepler,,66.262,0.3553,4.347,0.1181,,,4700,0.78,0.82,288.5106679,51.1624235,847.536
TOI-1899 b,TOI-1899,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),M0,29.05511358,0.1587,12.5365,0.118,2.75,343,3847.5,0.615,0.63,299.4268472,40.1433462,128.438
HIP 56640 b,HIP 56640,1,1,Radial Velocity,2021,Multiple Observatories,K1 III,2620,3.77,,0.118,,,4769,4.93,1.04,174.2008941,-37.0391349,122.324
HD 45364 b,HD 45364,1,2,Radial Velocity,2008,La Silla Observatory,K0 V,226.36,0.6803,,0.1177,,,5450,0.89,0.82,96.4105736,-31.4810037,34.354
K2-146 c,K2-146,1,2,Transit,2019,K2,M3.0 V,3.98564,0.0327,2.39,0.1175,,,3385,0.34,0.345,130.0266951,19.0923416,79.3002
HD 125612 d,HD 125612,2,3,Radial Velocity,2009,La Silla Observatory,G3 V,2835,4.06,,0.1172,,,5870.5,1.05,1.09,215.2227183,-17.4818147,57.6207
HD 30856 b,HD 30856,2,1,Radial Velocity,2011,W. M. Keck Observatory,,912,1.85,,0.117,,,4971,4.4,1.35,72.5745099,-24.3689282,131.199
TOI-1136 c,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),,6.25802095,,2.6855,0.117,222.53,1076,5749.5,0.975,1.02,192.1848981,64.8552755,84.5362
TOI-2154 b,TOI-2154,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),,3.82408137,0.0513,16.171,0.117,1005.89,1508,6261.5,1.395,1.23,71.0281482,84.3642652,296.46
Ross 128 b,Ross 128,1,1,Radial Velocity,2017,La Silla Observatory,M4,9.8658,0.0496,,0.116,1.38,301,3192,0.2,0.17,176.9376036,0.7992898,3.37454
HD 204313 b,HD 204313,1,3,Radial Velocity,2010,La Silla Observatory,G5 V,1977.55,3.1245,,0.1155,,,5767,1.1,1.03,322.0510568,-21.7274194,47.7945
HD 179079 b,HD 179079,1,1,Radial Velocity,2008,W. M. Keck Observatory,G5 IV,14.476,0.1214,,0.115,,,5684,1.63,1.15,287.7903733,-2.6387703,69.7116
HD 221416 b,HD 221416,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),,14.2769,0.1228,8.7635,0.115,91.65,789,5080,2.94,1.21,353.0331863,-21.8012007,95.5483
HD 152843 c,HD 152843,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),G0,24.38,,5.007,0.115,0.97,253,6319.5,1.415,1.15,253.7848853,20.491524,107.898
HD 178911 B b,HD 178911 B,3,1,Radial Velocity,2001,W. M. Keck Observatory,G5,71.484,0.33995,,0.114,,,5628,1.055,1.03,287.2632091,34.6006972,40.9727
HATS-23 b,HATS-23,1,1,Transit,2017,HATSouth,G V,2.1604298,0.03397,21.6765,0.114,,1654,5780,1.2,1.12,286.36675,-50.0673496,639.004
eps Tau b,eps Tau,1,1,Radial Velocity,2006,Okayama Astrophysical Observatory,K0 III,590.36,1.9,,0.1135,,,4901,13.025,2.635,67.1546573,19.1802782,47.52852
HD 114783 b,HD 114783,1,2,Radial Velocity,2001,W. M. Keck Observatory,K0,495.3,1.1665,,0.113,,,5126.74,0.84,0.86,198.1818436,-2.2649921,21.0628
HAT-P-61 b,HAT-P-61,1,1,Transit,2021,HATNet,,1.902325785,0.0301,11.2345,0.113,904.32,1462,5525.6,0.985,1,75.4801665,50.1311784,338.84
HD 108236 d,HD 108236,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),G3 V,14.175685,0.11025,2.623,0.1125,53.88,699.5,5723.87,0.88,0.92,186.5740627,-51.3630519,64.5978
HD 107148 b,HD 107148,2,2,Radial Velocity,2005,W. M. Keck Observatory,,62.6185,0.3179,,0.112,,,5774.96,1.17,1.115,184.8059773,-3.3199927,49.4156
Kepler-68 d,Kepler-68,2,4,Radial Velocity,2013,W. M. Keck Observatory,,628.81,1.4345,,0.112,,,5820,1.25,1.07,291.0323102,49.0402129,144.166
Kepler-138 e,Kepler-138,1,4,Transit Timing Variations,2022,Multiple Observatories,,38.23,0.1803,,0.112,1.73,292,3841,0.54,0.54,290.3814122,43.2930645,66.8624
TOI-2373 b,TOI-2373,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),,13.33674865,0.112,10.8345,0.112,69.87,832.5,5584,1.15,1.04,61.6862197,-16.7557546,508.686
HD 73267 c,HD 73267,1,2,Radial Velocity,2022,Multiple Observatories,K0 V,15485.89023,11.844,,0.1115,,,5317,,0.91,129.0735123,-34.4594469,50.4093
HD 145457 b,HD 145457,1,1,Radial Velocity,2010,Subaru Telescope,,176.3,0.76,,0.111,,,4757,9.9,1.565,242.5162215,26.7429068,135.292
HD 176986 c,HD 176986,1,2,Radial Velocity,2017,Multiple Observatories,K2.5 V,16.8191,0.11878,,0.111,23.5,,4931,0.78,0.79,285.7739138,-11.044941,27.7843
HD 101930 b,HD 101930,2,1,Radial Velocity,2005,La Silla Observatory,K1 V,70.46,0.301,,0.11,,,5093.5,0.86,0.655,175.875608,-58.0053798,30.0274
HD 170469 b,HD 170469,2,1,Radial Velocity,2007,W. M. Keck Observatory,G5 IV,1145,2.213,,0.11,,,5810,1.24,1.13,277.2955423,11.6954244,60.178
HD 212771 b,HD 212771,1,1,Radial Velocity,2009,W. M. Keck Observatory,,373.3,1.19,,0.11,,,5069,5,1.56,336.762413,-17.2641046,111.155
HD 85512 b,HD 85512,1,1,Radial Velocity,2011,La Silla Observatory,K5 V,58.43,0.26,,0.11,,298,4507.5,0.71,0.56,147.7821226,-43.5048162,11.281
WASP-59 b,WASP-59,1,1,Transit,2012,SuperWASP,K5 V,7.919585,0.0697,8.687,0.11,38.03,651.5,4650,0.61,0.72,349.6229547,24.889277,115.936
eps CrB b,eps CrB,1,1,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory,K2 III,417.9,1.3,,0.11,,,4406,21,1.7,239.3965057,26.8776171,69.8683
CoRoT-25 b,CoRoT-25,1,1,Transit,2013,CoRoT,F9,4.86069,0.057845,12.108,0.11,,1330,6040,1.19,1.09,280.6296561,6.5138223,1103.48
HD 10442 b,HD 10442,1,1,Radial Velocity,2014,W. M. Keck Observatory,K0 IV,1043,2.1825,,0.11,,,4973,1.97,1.285,25.471524,2.7044193,135.374
GJ 1132 b,GJ 1132,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,M4.5 V,1.6289305,0.015315,1.1875,0.11,20.96,537.5,3270,0.22,0.18,153.7090696,-47.1549358,12.613
HD 175607 b,HD 175607,1,1,Radial Velocity,2015,La Silla Observatory,G6 V,29.01,,,0.11,,,5392,0.7,0.71,285.2742901,-66.1943379,40.3303
